"url","title","release_date","budget","gross_usa","runtime","timestamp_crawl","id"
"https://www.imdb.com/title/tt2527338/?ref_=adv_li_tt","Star Wars: Episode IX - The Rise of Skywalker","20 December 2019; 23 January 2020; 23 January 2020; 23 January 2020;  of 2019;  2019;  2019;  Worst 2019; 13 Apr 2013;  Vistas 2020; 31 Mar 2017;  in 2019; 22 Jan 2019;  Favorite 1990;  Christmas 2019;  Oscars 2020;  in 1969; 20 December 2019; 22 December 2019;  in 1977; 24 December 2019; 20 December 2019","$200,000,000","$495,189,050","142 min","",""
"https://www.imdb.com/title/tt2397535/?ref_=adv_li_tt","Predestination","9 January 2015;  June 2019; 07 June 2019;  May 2019; 03 May 2019; 25 December 2018;  SXSW 2014; 05 Mar 2014; 01 Apr 2014; 31 Dec 2018; 30 Nov 2014;  Enero 2020;  Noir 2010;  In 2074; 9 January 2015; 11 January 2015;  1970;  1970; 29 October 2014; 9 January 2015","$44,028,","$4,824,499","97 min","",""
"https://www.imdb.com/title/tt0120611/?ref_=adv_li_tt","Blade","21 August 1998; 21 January 2020; 21 January 2020; 17 January 2020; Con 2019; 24 Aug 2018; Con 2018; 21 Jul 2018; 30 Apr 2018; 27 Apr 2018; 29 Aug 2011;  1998; 01 May 2017;  1990; 21 August 1998; 23 August 1998;  of 2017; 24 December 2006; 21 August 1998","$45,000,000","$70,087,718","120 min; 110 min","",""
"https://www.imdb.com/title/tt1706593/?ref_=adv_li_tt","Chronicle","3 February 2012; 08 January 2020; 06 January 2020; 26 December 2019;  of 2012; 13 Jun 2013;  the 2010; 29 Aug 2011; 16 Feb 2014; 19 Aug 2018;  Best 2010;  of 1979;  In 2074; 3 February 2012; 5 February 2012; 9 February 2012; 3 February 2012","$12,000,000","$64,575,175","89 min","",""
"https://www.imdb.com/title/tt0303461/?ref_=adv_li_tt","Firefly","23 January 2020; 21 January 2020; 18 January 2020;  in 2016; 27 Apr 2018;  in 2018; 27 Apr 2018;  September 2017; 27 Sep 2017; 22 Jun 2017; 31 Mar 2017; 10 Apr 2016; 14 Jun 2018;  2003;  2003;  2002;  Series 2010;  Series 2014;  2002;  2002;  2002;  2002;  2002;  2002;  2002;  2002;  2002; 20 September 2002;  over 2000; 20 May 2004; 20 September 2002","","","44 min; 616 min","",""
"https://www.imdb.com/title/tt1385826/?ref_=adv_li_tt","The Adjustment Bureau","4 March 2011; 19 December 2019; 22 November 2019; 21 November 2019; 05 Jan 2019; 13 Jul 2011;  year 2154;  In 2074; 4 March 2011; 6 March 2011; 22 June 2011; 4 March 2011","$50,200,000","$62,495,645","106 min","",""
"https://www.imdb.com/title/tt1386703/?ref_=adv_li_tt","Total Recall","3 August 2012; 30 November 2018; 13 November 2018; 23 May 2018; 05 Nov 2018; 28 Jul 2018; 03 Oct 2017;  1873;  In 2028;  in 1990; 3 August 2012; 5 August 2012;  orginal 1990; 2 August 2012; 3 August 2012","$125,000,000","$58,877,969","118 min; 130 min","",""
"https://www.imdb.com/title/tt1440129/?ref_=adv_li_tt","Battleship","18 May 2012; 22 January 2020; 22 January 2020; 20 January 2020;  in 2020; 05 Nov 2018; 08 Dec 2012;  1873; 18 May 2012; 20 May 2012;  In 2005;  In 2006; 21 May 2012; 18 May 2012","$209,000,000","$65,422,625","131 min","",""
"https://www.imdb.com/title/tt1092026/?ref_=adv_li_tt","Paul","18 March 2011; 18 January 2020; 15 January 2020; s 2020; 15 January 2020;  2019; 18 Oct 2016;  SXSW 2011; 13 Jun 2013; 14 Oct 2016; 18 May 2013; 18 March 2011; 20 March 2011; 17 July 2011; 18 March 2011","$40,000,000","$37,412,945","104 min; 109 min","",""
"https://www.imdb.com/title/tt0448134/?ref_=adv_li_tt","Sunshine","27 July 2007;  in 2057; 15 January 2020; 13 January 2020;  at 2020; 09 December 2019; 01 Apr 2014; 04 Feb 2016;  In 2027; 27 July 2007; 22 July 2007;  in 2017; 6 March 1987; 19 March 2007;  of 2001; 27 July 2007","GBP26,000,000","$3,675,753","107 min","",""
"https://www.imdb.com/title/tt0118688/?ref_=adv_li_tt","Batman & Robin","20 June 1997; 15 January 2020; 13 January 2020; 08 January 2020;  January 2018; 21 Dec 2017;  June 2017; 28 Jun 2017; 18 May 2017; 07 Jul 2018; 28 May 2018; 31 Mar 2014; 20 Jan 2019;  Best 1997; 20 June 1997; 22 June 1997; 28 May 2009;  giving 2008; 20 June 1997","$125,000,000","$107,353,792","125 min","",""
"https://www.imdb.com/title/tt3606756/?ref_=adv_li_tt","Incredibles 2","15 June 2018;  in 2019;  for 2020; 16 January 2020; 15 January 2020; 06 January 2020;  of 2018;  2019;  Globes 2019; 22 Dec 2018;  of 2018; 17 Dec 2018;  2018; 21 Sep 2018; 18 Mar 2018;  Theaters 2018; 04 Jan 2018; 20 Dec 2018;  of 2018;  Best 2000;  Favorite 2018; 15 June 2018;  1200; 17 June 2018; 14 June 2018; 15 June 2018","$200,000,000","$608,581,744","118 min","",""
"https://www.imdb.com/title/tt0813715/?ref_=adv_li_tt","Heroes"," 1272; 22 January 2020; 22 January 2020; 19 January 2020;  in 2018; 27 Apr 2018; 27 Sep 2016; 10 Aug 2015; 25 Oct 2014; 02 Jan 2019; 07 Feb 2018; 10 Apr 2014;  2010;  2009;  2008;  2007;  2006;  all 1272;  Series 2008;  The 4400;  year 2077;  2006;  2006;  2006;  2006;  2006;  2006;  2006;  2006;  2006;  2006;  2006;  2006;  2006; 25 September 2006; 19 August 2006; 25 September 2006","","","45 min; 60 min","",""
"https://www.imdb.com/title/tt1464540/?ref_=adv_li_tt","I Am Number Four","18 February 2011; 23 November 2019; 15 November 2019; 19 August 2019; 02 May 2018; 14 Nov 2018; 15 Oct 2017; 18 February 2011;  1200; 20 February 2011; 29 May 2011; 18 February 2011","$60,000,000","$55,100,437","111 min","",""
"https://www.imdb.com/title/tt0093870/?ref_=adv_li_tt","RoboCop","17 July 1987; 14 January 2020; 17 December 2019; 13 December 2019;  December 2017; 18 Dec 2017; 04 Oct 2017;  July 2017; 07 Jul 2017; 29 Mar 2016; 05 Nov 2018; 11 Mar 2011; 09 Jan 2018;  In 2028;  in 1997; 17 July 1987; 19 July 1987; 27 August 2002; 17 July 1987","$13,000,000","$53,424,681","102 min; 78 min; 98 min; 103 min; 91 min","",""
"https://www.imdb.com/title/tt0414993/?ref_=adv_li_tt","The Fountain","22 November 2006; 18 January 2020; 12 October 2019; 10 October 2019; 28 Dec 2018; 09 Feb 2017; 15 Nov 2016;  Since 2000; 22 November 2006; 26 November 2006; 28 September 2006; 22 November 2006","$35,000,000","$10,144,010","97 min","",""
"https://www.imdb.com/title/tt1823672/?ref_=adv_li_tt","Chappie","6 March 2015; 24 October 2019; 24 October 2019; 24 October 2019; 04 Oct 2017; 07 Dec 2015; 04 Jan 2014;  2015; 18 May 2015; 24 Aug 2011; 14 Oct 2016;  the 2010;  Noir 2010;  year 2154;  In 2028; 6 March 2015; 8 March 2015; 6 March 2015; 6 March 2015","$49,000,000","$31,569,268","120 min","",""
"https://www.imdb.com/title/tt0134847/?ref_=adv_li_tt","Pitch Black","18 February 2000; 03 November 2019; 19 October 2019;  In 2020; 17 October 2019; 21 Apr 2016; 28 May 2013; Video 2004;  Movie 2000;  in 2057; 18 February 2000; 20 February 2000; 28 September 2011; 18 February 2000","$23,000,000","$39,240,659","109 min; 112 min","",""
"https://www.imdb.com/title/tt0118583/?ref_=adv_li_tt","Alien Resurrection","26 November 1997; 16 November 2019;  For 2019; 16 September 2019; 04 March 2019; Grossing 1990; 20 Oct 2017; 22 Jun 2017; 03 Nov 2015; 26 Jun 2018; 28 Feb 2014; 26 Dec 2016;  of 1997;  in 1997;  In 1984;  from 2029; 26 November 1997; 30 November 1997; 29 September 2005; 26 November 1997","$75,000,000","$47,795,658","109 min; 116 min","",""
"https://www.imdb.com/title/tt2660888/?ref_=adv_li_tt","Star Trek Beyond","22 July 2016; 20 January 2020; 18 January 2020; 18 January 2020; 19 Jun 2018; 23 Feb 2018; 23 Feb 2018; 10 Nov 2017; 02 Oct 2017; 15 Sep 2018; 09 Feb 2017;  2016; 30 Jan 2016; 12 Oct 2014;  From 2010;  Oscars 2017;  in 1986; 22 July 2016; 24 July 2016;  March 2263;  in 2269; 3 October 2016; 25 August 2016; 22 July 2016","$185,000,000","$158,848,340","122 min","",""
"https://www.imdb.com/title/tt1731141/?ref_=adv_li_tt","Ender's Game","1 November 2013; 20 January 2020; 07 January 2020; 05 January 2020; 02 May 2018; 20 Nov 2018; 06 Jan 2019; 16 Dec 2018;  2013; 02 Sep 2013; 26 May 2014;  of 2020;  Fall 2013;  1873;  year 2154; 1 November 2013;  1380; 3 November 2013; 30 October 2013; 1 November 2013","$110,000,000","$61,737,191","114 min","",""
"https://www.imdb.com/title/tt1001526/?ref_=adv_li_tt","Megamind","5 November 2010;  In 2020; 14 October 2019;  July 2019; 30 June 2019;  July 2019; 28 June 2019; 01 May 2018; 08 Oct 2015; 22 Sep 2011; 16 May 2013; 01 Oct 2018; 23 Aug 2018;  Best 2010; 5 November 2010; 7 November 2010; 11 January 2011; 5 November 2010","$130,000,000","$148,415,853","95 min","",""
"https://www.imdb.com/title/tt0448011/?ref_=adv_li_tt","Knowing","20 March 2009; 21 January 2020; 21 January 2020; 01 January 2020;  films 2009; 13 Jan 2014; 26 Jun 2018; 01 May 2018;  2012;  of 1959;  In 2009; 20 March 2009; 22 March 2009;  1991;  April 2002;  of 2009; 22 May 2018; 20 March 2009","$50,000,000","$79,957,634","121 min","",""
"https://www.imdb.com/title/tt3450958/?ref_=adv_li_tt","War for the Planet of the Apes","14 July 2017;  2020; 20 January 2020; 17 January 2020; 17 January 2020;  of 2017; 12 Feb 2018;  2018; 23 Jan 2018; 13 Sep 2017; 14 Jul 2017; 10 Jul 2017; 18 Dec 2018; 30 Nov 2014;  2017; 07 Oct 2016;  Oscars 2018;  Summer 2017;  of 2017;  In 2029; 14 July 2017; 16 July 2017; 17 July 2017; 14 July 2017","$150,000,000","$146,880,162","140 min","",""
"https://www.imdb.com/title/tt1119644/?ref_=adv_li_tt","Fringe"," 1028;  to 1985; 21 January 2020; 15 January 2020; 12 January 2020; 12 Jun 2018;  in 2018; 27 Apr 2018; 03 Feb 2018; 31 Mar 2017; 07 Nov 2016; 25 Oct 2014; 07 Jun 2013; 11 Nov 2012;  2000;  2013;  2012;  2011;  2010;  2009;  2008;  all 1028;  year 2077;  2008;  2008;  2008;  2008;  2008;  2008;  2000; 9 September 2008; 25 November 2009; 9 September 2008","$4,000,000","»","46 min","",""
"https://www.imdb.com/title/tt1234721/?ref_=adv_li_tt","RoboCop","12 February 2014;  In 2028; 20 May 2019; 20 May 2019; 06 May 2019;  2019; 04 Oct 2017;  2014; 03 Jun 2014;  Winter 2014; 05 Mar 2014; 05 Nov 2018; 09 Jan 2018; 28 May 2013;  2014; 30 Jun 2017; 08 Aug 2015;  Noir 2010;  year 2154;  is 2028; 12 February 2014; 16 February 2014; 14 February 2014; 12 February 2014","$100,000,000","$58,607,007","117 min","",""
"https://www.imdb.com/title/tt2209764/?ref_=adv_li_tt","Transcendence","18 April 2014;  Festival 2019; 11 November 2019; 07 November 2019; 14 July 2019;  2014; 18 Jul 2014;  April 2014; 02 Apr 2014; 22 Sep 2013; 24 Oct 2013; 12 Apr 2015;  Spring 2014;  the 1960;  the 1930; 18 April 2014; 20 April 2014;  in 2021; 17 April 2014; 18 April 2014","$100,000,000","$23,022,309","119 min","",""
"https://www.imdb.com/title/tt4046784/?ref_=adv_li_tt","Maze Runner: The Scorch Trials","18 September 2015; 11 October 2019; 30 July 2019; 24 February 2019; 02 May 2018; 23 Jul 2015; 16 Dec 2017; 16 Feb 2014; 01 Jul 2013; 06 May 2016; 25 Nov 2014;  Office 2014;  In 2015;  of 2015;  Movies 2018; 18 September 2015; 20 September 2015; 29 July 2019; 18 September 2015","$61,000,000","$81,697,192","131 min","",""
"https://www.imdb.com/title/tt0296572/?ref_=adv_li_tt","The Chronicles of Riddick","11 June 2004; 08 November 2019; 03 November 2019; 19 October 2019; 03 Aug 2015;  2004; Video 2004;  Movie 2000; 11 June 2004; 13 June 2004;  of 2004; 19 April 2005; 11 June 2004","$105,000,000","$57,761,012","119 min; 134 min","",""
"https://www.imdb.com/title/tt2908446/?ref_=adv_li_tt","Insurgent","20 March 2015; 08 January 2020; 08 January 2020; 03 January 2020; 02 May 2018;  of 2015; 07 Jan 2016; 26 Mar 2015;  2015; 27 Oct 2017;  2015; 29 Jul 2018;  Winter 2016;  Winter 2015;  of 2015;  the 2010; 20 March 2015; 22 March 2015; 20 March 2015;  in 2013; 20 March 2015","$110,000,000","$130,179,072","119 min","",""
"https://www.imdb.com/title/tt1598778/?ref_=adv_li_tt","Contagion","9 September 2011; 23 January 2020; 16 January 2020; 07 January 2020; 13 Jun 2013; 13 Jul 2011; 27 Oct 2018;  MOVIES 2011; 19 Jul 2018;  year 2154; 9 September 2011; 11 September 2011; 26 October 2011; 9 September 2011","$60,000,000","$75,658,097","106 min","",""
"https://www.imdb.com/title/tt0133152/?ref_=adv_li_tt","Planet of the Apes","27 July 2001;  In 2029; 23 January 2020; 23 January 2020; 23 January 2020; 09 Feb 2017; 28 May 2018;  2017; 03 Aug 2015;  year 2029; 27 July 2001; 29 July 2001;  2001; 3 November 2004;  original 1968; 27 July 2001","$100,000,000","$180,011,740","119 min","",""
"https://www.imdb.com/title/tt1424381/?ref_=adv_li_tt","Predators","9 July 2010; 18 January 2020; 16 January 2020; s 2019; 31 October 2019; 18 May 2017; 11 Sep 2018; 16 Apr 2013;  of 2018;  From 1987;  in 1997; 9 July 2010; 11 July 2010; 16 May 2014; 9 July 2010","$40,000,000","$52,000,688","107 min","",""
"https://www.imdb.com/title/tt0485947/?ref_=adv_li_tt","Mr. Nobody","26 September 2013; 14 October 2019; 29 May 2019; 18 May 2019;  2014; 01 Mar 2014; 31 Dec 2018; 24 Jun 2015; 27 Jun 2016;  the 2000;  Since 2000; 26 September 2013; 3 November 2013; 27 November 2009; 26 September 2013","$47,000,000","$3,622","141 min; 138 min; 157 min","",""
"https://www.imdb.com/title/tt0149460/?ref_=adv_li_tt","Futurama"," in 1999;  Eve 2999; 23 January 2020; 17 January 2020; 12 January 2020;  in 2018; 27 Apr 2018; 25 Apr 2018; 19 Oct 2015; 22 Jan 2014; 12 Apr 2015; 11 Nov 2012; 28 Dec 2018; 21 Jun 2016;  2013;  2012;  2011;  2010;  2003;  2002;  Series 1989;  Series 1999;  Series 2005;  Series 1997;  Series 2009;  Series 2011;  Series 2018;  Series 2003;  1999;  1999;  1999;  1999;  1999;  1999;  1999;  1999;  1999; 28 March 1999; 20 September 2000;  time 1000; 28 March 1999","","","22 min","",""
"https://www.imdb.com/title/tt3749900/?ref_=adv_li_tt","Gotham"," 2268; 22 January 2020; 21 January 2020; 20 January 2020;  September 2019;  of 2018; 21 Dec 2018; 18 Dec 2018; 08 Jun 2018; 25 Oct 2014; 14 Oct 2017; 30 Jun 2018; 25 Dec 2017;  Fall 2017; Con 2016;  2019;  2018;  2017;  2016;  2015;  2014;  all 2268;  Series 2014;  Series 2013;  Series 2012;  Series 2016;  Series 2015;  Series 2018;  2014;  2014;  2014;  2014;  2014;  2014;  2014;  2014;  2015;  2015;  2015;  2014;  2015;  2015; 22 September 2014;  after 2015; 15 March 2019; 22 September 2014","","","42 min","",""
"https://www.imdb.com/title/tt0116996/?ref_=adv_li_tt","Mars Attacks!","13 December 1996; 17 January 2020; 27 March 2019; 27 March 2019; 16 Dec 2016;  voir 1990; 10 Oct 2017; 13 December 1996; 15 December 1996; 12 October 2002; 13 December 1996","$70,000,000","$37,771,017","106 min","",""
"https://www.imdb.com/title/tt2293640/?ref_=adv_li_tt","Minions","10 July 2015; 19 January 2020; 15 January 2020; 29 December 2019; 01 Oct 2018; 01 May 2018; 01 Sep 2017;  of 2015; 07 Jan 2016; 18 Mar 2018;  2015; 18 May 2015;  of 2015; 24 May 2015;  nel 2019; 02 Jan 2019;  of 2015;  Awards 2014; 10 July 2015; 12 July 2015; 9 July 2015; 10 July 2015","$115,718,405,","$1,159,398,397","91 min","",""
"https://www.imdb.com/title/tt0409847/?ref_=adv_li_tt","Cowboys & Aliens","29 July 2011;  1873; 18 January 2020; 18 December 2019; 25 October 2019; 25 Oct 2017; 13 Jun 2013;  Since 2000; 21 May 2011; 03 Oct 2017; 01 Feb 2014;  Best 2010;  1873; 29 July 2011; 31 July 2011;  in 1980; 29 July 2011;  in 1873; 29 July 2011","$163,000,000","$100,240,551","119 min; 135 min","",""
"https://www.imdb.com/title/tt0123755/?ref_=adv_li_tt","Cube","11 July 1998; 21 January 2020; 20 January 2020; 15 January 2020; 25 Oct 2018;  in 2020; 16 Dec 2017; 07 Jun 2015;  Best 1997; 11 July 1998; 13 September 1998; 19 January 2005","$57,147,","$565,727","90 min","",""
"https://www.imdb.com/title/tt3464902/?ref_=adv_li_tt","The Lobster","16 October 2015; 23 January 2020; 16 January 2020; 06 January 2020; 19 Jun 2018;  2017; 22 Feb 2017;  2017; 24 Jan 2017;  2017; 06 Jan 2017;  2017; 04 Jan 2017;  Enero 2020;  2015; 27 Oct 2017; 08 Mar 2017;  2015; 18 May 2015;  of 2015;  Oscars 2017;  Awards 2016;  early 1970; 16 October 2015; 15 May 2016; 19 December 2015; 16 October 2015","EUR4,000,000","$9,077,245","119 min","",""
"https://www.imdb.com/title/tt1291150/?ref_=adv_li_tt","Teenage Mutant Ninja Turtles","8 August 2014; 02 December 2019; 01 December 2019; 29 November 2019;  of 2014; 05 Jan 2015; Con 2014; 19 Jul 2014; 28 May 2018; 24 Aug 2018;  of 2014; 17 Jan 2015; 11 Dec 2018;  Summer 2014;  Office 2014;  Movie 2009; 8 August 2014; 10 August 2014; 30 November 2014; 8 August 2014","$125,000,000","$191,204,754","101 min","",""
"https://www.imdb.com/title/tt1289401/?ref_=adv_li_tt","Ghostbusters","15 July 2016; 17 January 2020; 16 January 2020; 15 January 2020;  of 2016; 05 Dec 2017; 19 Oct 2017;  of 2016; 02 Jan 2017; 19 Oct 2016; 27 Jul 2016; 18 Dec 2018; 24 Jul 2018; 09 Jan 2018;  2016; 30 Jan 2016;  2016; 15 July 2016; 17 July 2016; 30 October 2019;  2016; 15 July 2016","$144,000,000","$128,350,574","116 min; 134 min","",""
"https://www.imdb.com/title/tt1046173/?ref_=adv_li_tt","G.I. Joe: The Rise of Cobra","7 August 2009; 19 January 2020; 13 January 2020; 10 January 2020; 02 Aug 2018; 07 Jul 2018;  2009; 26 Sep 2017; 09 Jan 2018; 12 Nov 2017; 31 Jan 2012;  1641;  2000; 7 August 2009; 9 August 2009;  1641;  1641; 5 August 2009; 7 August 2009","$175,000,000","$150,201,498","118 min","",""
"https://www.imdb.com/title/tt0844471/?ref_=adv_li_tt","Cloudy with a Chance of Meatballs","18 September 2009; 12 January 2020; 12 January 2020; 09 January 2020; 01 May 2018;  2020;  2009; 26 Sep 2017; 22 Dec 2015;  Development 2014;  Best 2010;  of 2014;  Series 2013; 18 September 2009; 20 September 2009; 12 November 2009; 18 September 2009","$100,000,000","$124,870,275","90 min","",""
"https://www.imdb.com/title/tt0187738/?ref_=adv_li_tt","Blade II","22 March 2002; 13 January 2020; 20 November 2019; 14 November 2019; 30 Apr 2018; 27 Apr 2018;  2002;  2002; 17 Aug 2014;  2002; 26 Sep 2017;  The 2000; 22 March 2002; 24 March 2002;  of 2013;  of 2016;  and 2017; 18 January 2005; 22 March 2002","$54,000,000","$82,348,319","117 min","",""
"https://www.imdb.com/title/tt5442430/?ref_=adv_li_tt","Life","24 March 2017; 22 January 2020; 22 January 2020;  Officially 2020; 19 January 2020; 15 Mar 2017; 01 Mar 2017; 28 Feb 2017; 12 Aug 2018;  2017; 24 Jan 2017; 04 Jan 2014;  of 2017;  1996; 24 March 2017; 26 March 2017; 14 August 2017; 24 March 2017","$58,000,000","$30,234,022","104 min","",""
"https://www.imdb.com/title/tt0452608/?ref_=adv_li_tt","Death Race","22 August 2008; 08 January 2020; 06 January 2020; 01 November 2019; 10 Apr 2017; 30 Aug 2015; 14 Mar 2017; Video 2010; Video 2013;  In 2012; 22 August 2008;  Race 3000; 24 August 2008;  Race 2000; 21 August 2008; 22 August 2008","$45,000,000","$36,316,032","105 min; 111 min","",""
"https://www.imdb.com/title/tt0436992/?ref_=adv_li_tt","Doctor Who"," 2487; 23 January 2020; 23 January 2020; 23 January 2020; 11 Aug 2018; 02 Apr 2017; 24 Jun 2018; 26 Mar 2017; 14 Jun 2018;  Favorite 2017;  Favorite 2018;  2020;  2019;  2018;  2017;  2016;  2015;  all 2487;  Series 2018;  Series 2019;  Series 2007;  2010;  2005;  2008;  2005;  2012;  2005;  2008;  2005;  2010;  2017;  2006;  2018;  2018;  2018;  2006;  in 1966; 17 March 2006; 5 January 2020;  2008;  in 2009;  2009;  in 2010;  a 1960; 23 November 2019; 17 March 2006","$228,615,","$76,205","45 min; 45 min; 50 min; 71 min; 8,460 min","",""
"https://www.imdb.com/title/tt0949731/?ref_=adv_li_tt","The Happening","13 June 2008; 09 December 2019; 06 December 2019; 25 November 2019; 05 Jan 2019;  2008; 17 Mar 2013; 03 Oct 2018; 13 June 2008; 15 June 2008; 12 June 2008; 13 June 2008","$48,000,000","$64,506,874","91 min","",""
"https://www.imdb.com/title/tt2661044/?ref_=adv_li_tt","The 100"," 1736; 23 January 2020; 23 January 2020; 15 January 2020;  August 2019; Con 2019; 11 Mar 2018; 25 Oct 2014; 02 Apr 2017; Con 2016;  2020;  2019;  2018;  2017;  2016;  2015;  all 1736;  Series 2017;  Series 2017;  Series 2010;  Series 2012;  Series 2017;  Series 2014;  Series 2016;  Series 2015;  2014;  2014;  2014;  2014;  2014;  2014;  2014;  2014;  2014;  2014;  2014;  2014;  2015;  2014;  2014;  2014; 19 March 2014; 22 April 2014; 19 March 2014","","","43 min","",""
"https://www.imdb.com/title/tt0106179/?ref_=adv_li_tt","The X-Files"," 4025; 22 January 2020; 21 January 2020; 20 January 2020;  Memoriam 2018; 05 Jan 2019;  of 2018; 21 Dec 2018;  in 2016; 27 Apr 2018;  in 2018; 27 Apr 2018; 16 Jan 2018; 11 Nov 2016; 28 Dec 2018; 13 Aug 2018;  2018;  2016;  2002;  2001;  2000;  1999;  all 4025;  Series 2016;  Series 1989;  1993;  1993;  1994; 10 September 1993;  1020; 20 October 2002; 10 September 1993","$1,500,000","»","45 min; 60 min","",""
"https://www.imdb.com/title/tt2364582/?ref_=adv_li_tt","Agents of S.H.I.E.L.D."," 2020;  2218; 21 January 2020; 20 January 2020; 16 January 2020;  September 2019; Con 2019;  2019; 30 Jun 2018; 02 Sep 2018; 23 Jul 2017; 14 Mar 2017;  Fall 2016;  TV 2014;  2019;  2019;  2020;  2019;  2018;  2017;  2016;  2015;  all 2218;  In 1946;  Series 2016;  Series 2014;  Series 2015;  Series 2012;  2013;  2013;  2013;  2013;  2013;  2014;  2013;  2016; 24 September 2013; 3 December 2013; 24 September 2013","","","45 min","",""
"https://www.imdb.com/title/tt1815862/?ref_=adv_li_tt","After Earth","31 May 2013; 11 October 2019; 10 October 2019; 10 October 2019; 13 Jun 2013;  2020;  2013; 21 Sep 2018;  2013; 02 Sep 2013; 11 Dec 2012;  in 2013;  Awards 2013;  In 2035;  in 1969;  between 1964;  and 1974; 31 May 2013;  1000; 2 June 2013; 6 June 2013; 31 May 2013","$130,000,000","$60,522,097","100 min","",""
"https://www.imdb.com/title/tt1219827/?ref_=adv_li_tt","Ghost in the Shell","31 March 2017; 31 December 2019; 26 December 2019; 10 December 2019; 04 Oct 2017;  April 2017; 05 Jul 2017;  April 2017; 02 May 2017; 01 Mar 2017; 11 Aug 2018;  2017; 24 Jan 2017;  2017; 17 Aug 2018; 18 Apr 2017;  of 2017;  Noir 2010;  year 2032;  project 2571; 31 March 2017; 2 April 2017;  Project 2571;  the 2017;  the 1995; 23 April 2019; 31 March 2017","$110,000,000","$40,563,557","107 min","",""
"https://www.imdb.com/title/tt0437086/?ref_=adv_li_tt","Alita: Battle Angel","14 February 2019; 23 January 2020; 18 January 2020; 16 January 2020;  of 2019;  of 2019; 11 Aug 2018;  in 2019; 22 Jan 2019; 18 Dec 2018;  Filmrank 2019;  2019; 13 Apr 2018;  of 2019;  the 2020;  of 2019;  Office 2019;  year 1987; 14 February 2019; 17 February 2019; 5 February 2019; 14 February 2019","$170,000,000","$85,710,210","122 min","",""
"https://www.imdb.com/title/tt0401855/?ref_=adv_li_tt","Underworld: Evolution","20 January 2006; 06 January 2020; 18 October 2019; 09 October 2019; 30 Apr 2018;  Future 2020;  of 2017;  2000; 20 January 2006; 22 January 2006; 6 February 2006; 20 January 2006","$50,000,000","$62,318,875","106 min; 102 min","",""
"https://www.imdb.com/title/tt2357547/?ref_=adv_li_tt","Jessica Jones","22 January 2020; 17 January 2020;  SXSW 2020; 15 January 2020;  of 2018; 21 Dec 2018; 04 Dec 2018; 08 Jun 2018; 11 May 2018; 08 May 2013; s 2019; 14 Oct 2017; 07 Feb 2018;  of 2019;  2019;  2018;  2015;  Series 2013;  In 1946;  Series 2019;  Series 2018;  Series 2016;  Series 2014;  2015;  2015;  2015;  2015; 20 November 2015; 20 November 2015; 20 November 2015","","","56 min; 728 min; 671 min","",""
"https://www.imdb.com/title/tt0079501/?ref_=adv_li_tt","Mad Max","21 March 1980; 22 January 2020; 21 January 2020; 12 January 2020; 13 Oct 2016; 24 Feb 2016;  2020; 05 Nov 2018; 17 Dec 2017; 24 Sep 2016;  In 1997; 21 March 1980;  a 1977; 31 January 2010; 21 March 1980","$350,000","$8,771,757","88 min; 93 min","",""
"https://www.imdb.com/title/tt0118929/?ref_=adv_li_tt","Dark City","27 February 1998; 21 January 2020; 21 January 2020; 28 November 2019; 27 Feb 2018; 27 Jul 2017;  in 2020; 05 Nov 2017;  of 1937; 27 February 1998; 1 March 1998; 3 April 2016;  between 1939;  and 1950; 27 February 1998","$27,000,000","$14,378,331","100 min; 111 min","",""
"https://www.imdb.com/title/tt0371724/?ref_=adv_li_tt","The Hitchhiker's Guide to the Galaxy","29 April 2005; 02 December 2019; 28 November 2019; 23 November 2019;  2019; 07 Aug 2013;  in 2057; 29 April 2005; 1 May 2005; 25 April 2005;  in 2001","$21,103,203,","$104,478,416","109 min","",""
"https://www.imdb.com/title/tt0088846/?ref_=adv_li_tt","Brazil","18 December 1985; 24 December 2019; 22 November 2019; 27 April 2019; 29 Mar 2016; 01 Mar 2016; 26 Nov 2015; 01 Apr 2014; 18 Apr 2015;  In 2027; 18 December 1985; 22 December 1985;  Soviet 1923; s 1984; 8 November 2000;  1984;  of 1984;  in 1984","$30,099,","$9,947,816","132 min; 94 min; 142 min","",""
"https://www.imdb.com/title/tt6823368/?ref_=adv_li_tt","Glass","18 January 2019; 20 January 2020; 19 January 2020; 17 January 2020;  2019;  of 2019; 17 Jan 2019; 03 Jan 2019; 19 Dec 2018; 11 Aug 2018; 12 Aug 2018; 05 Jan 2019;  movies 2019;  OF 2019; 16 Jan 2019;  of 2019;  of 2019; 20 in 2020;  Office 2019;  in 2019;  of 1989; 18 January 2019;  1600; 20 January 2019; 27 January 2019; 18 January 2019","$20,000,000","$111,035,005","129 min","",""
"https://www.imdb.com/title/tt0318627/?ref_=adv_li_tt","Resident Evil: Apocalypse","10 September 2004; 21 January 2020; 20 January 2020; 14 January 2020; 06 Sep 2018; 21 May 2018; 15 Jun 2016; 25 Nov 2014; 07 Nov 2011; 18 Nov 2016;  Office 2017; 10 September 2004; 12 September 2004; 30 September 2004;  the 2002;  of 2004; 10 September 2004","$45,000,000","$51,201,453","94 min; 98 min","",""
